Peak time,Peak total count
2024-11-13 15:11:26.400,1915802.5732015828
2024-11-13 15:27:36.384,632323.0593045409
2024-11-13 15:34:04.258,865897.3897217636
2024-11-13 15:49:09.956,667942.041087565
2024-11-13 15:52:23.907,998999.754833897
2024-11-13 15:55:37.860,1338199.5136424985
2024-11-13 16:08:33.636,2430631.080953429
2024-11-13 16:26:20.267,4718549.134498284
2024-11-13 16:31:11.239,3401097.518598351
2024-11-13 16:39:16.134,4449835.222734128
2024-11-13 16:48:57.896,4553450.045111241
